year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1955,12.753,490.6,1,30,0,18,0,0
1956,7.913,539.4,0,24,0,96,30,37
1957,10.043,585.1,9,36,0,76,9,23
1958,9.595,604.2,5,38,0,84,16,46
1959,10.292,409.3,4,54,0,100,9,17
1960,9.878,552.9,3,28,0,75,15,25
1961,10.722,583.1,7,39,0,52,9,15
1962,9.119,491.5,6,39,0,75,12,19
1963,8.554,493.7,6,35,0,88,44,68
1964,9.834,313.6,21,55,0,73,17,27
1965,9.016,711.5,5,25,0,89,16,44
1966,10.405,680.1,5,37,0,53,16,24
1967,10.911,480.7,12,44,0,58,8,14
1968,10.086,696.9,4,33,0,70,14,20
1969,10.039,400.7,13,48,0,72,19,42
1970,9.588,637.1,6,47,0,84,24,63
1971,9.962,466.6,15,48,0,81,23,41
1972,9.477,468.1,10,32,0,84,11,20
1973,10.093,451.2,11,48,0,84,9,22
1974,10.418,598.7,5,26,0,51,0,2
1975,10.95,519.2,5,49,0,54,0,9
1976,10.824,401.1,17,52,0,69,9,17
1977,10.756,524.3,4,32,0,54,2,29
1978,9.52,627.1,1,25,0,72,15,32
1979,9.631,501.0,8,42,0,81,19,46
1980,9.622,615.4,4,24,1,62,17,27
1981,10.373,759.3,2,37,0,67,21,42
1982,10.381,486.2,12,57,0,77,21,29
1983,11.298,563.2,15,62,1,58,11,30
1984,9.365,561.2,5,26,0,83,6,41
1985,9.017,545.1,5,43,0,91,33,54
1986,9.831,625.7,6,48,0,68,28,46
1987,9.096,675.0,2,38,0,75,30,65
1988,11.151,670.0,6,37,0,53,2,26
1989,11.524,407.1,5,50,0,49,6,0
1990,11.409,485.9,10,41,0,46,4,4
1991,10.369,427.9,10,48,1,72,17,18
1992,11.34,439.4,16,57,0,62,7,12
1993,10.849,543.1,5,48,0,68,11,9
1994,11.891,504.4,27,59,3,46,3,3
1995,11.458,651.3,16,54,1,50,9,27
1996,8.91,457.8,3,32,0,90,29,39
1997,10.336,440.8,3,50,0,71,15,27
1998,11.096,553.6,12,43,0,50,7,13
1999,11.068,495.4,4,49,0,53,10,25
2000,11.356,544.8,7,39,0,46,6,10
2001,11.003,569.9,12,42,0,58,5,8
2002,11.046,656.4,8,45,0,56,15,21
2003,11.222,363.3,30,85,0,85,15,38
2004,10.629,464.0,9,42,0,67,11,32
2005,10.585,508.4,14,46,0,73,21,40
2006,10.674,430.0,17,57,1,78,21,28
2007,11.667,693.1,4,43,0,42,3,7
2008,11.16,540.9,16,49,0,60,0,5
2009,10.594,543.3,6,47,0,68,18,30
2010,9.892,574.0,12,39,0,77,32,54
2011,11.306,537.4,8,56,0,69,12,18
2012,11.017,410.2,18,60,0,66,17,24
2013,10.416,582.2,16,48,1,75,21,38
2014,12.086,549.4,11,42,0,49,0,6
2015,11.557,352.7,33,59,1,70,3,13
2016,11.515,525.8,15,61,0,55,6,14
2017,11.351,542.9,14,61,0,64,11,23
2018,12.61,317.0,31,98,1,59,6,12
2019,11.941,463.2,25,66,0,62,5,11
2020,12.007,497.5,13,61,0,55,2,2
2021,10.564,639.4,4,54,0,74,11,31
2022,12.44,435.9,24,77,0,62,2,6
2023,12.499,628.2,20,77,0,54,3,1
2024,13.026,614.8,21,70,0,36,6,2
