year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1864,8.171,410.0,0,9,0,68,32,33
1865,9.775,324.2,6,42,7,71,34,16
1866,10.584,479.4,4,29,1,46,2,0
1867,10.218,542.8,3,30,1,46,21,0
1868,11.451,388.0,16,63,10,35,12,3
1869,10.178,401.3,4,33,0,52,15,5
1870,8.831,497.9,5,32,3,72,34,0
1871,8.428,616.3,2,27,1,65,33,0
1872,10.765,426.5,7,25,2,53,4,3
1873,10.11,454.2,3,40,1,53,16,5
1874,10.31,358.8,8,38,3,53,5,2
1875,9.342,589.6,2,32,0,74,33,7
1876,9.746,472.2,5,36,0,59,26,5
1877,9.773,552.3,9,29,4,48,10,1
1878,10.503,463.5,0,18,0,48,13,4
1879,9.2,528.4,3,16,1,71,27,14
1880,9.773,530.8,3,36,0,76,14,0
1881,8.294,701.8,7,31,0,91,27,0
1882,10.171,840.7,2,23,0,53,5,0
1883,9.52,500.5,4,34,0,75,19,0
1884,10.5,504.6,6,35,0,37,3,0
1885,9.795,563.0,6,36,0,54,13,0
1886,9.578,639.3,7,48,0,81,31,0
1887,8.836,562.6,6,31,0,78,20,0
1888,8.848,540.4,4,26,0,73,25,0
1889,9.684,638.1,1,22,0,70,32,0
1890,10.168,606.3,0,22,0,48,17,0
1891,9.531,525.4,1,19,0,65,21,0
1892,9.946,389.0,12,41,0,70,23,0
1893,10.047,594.3,4,37,0,52,26,0
1894,10.206,606.0,2,24,1,42,13,0
1895,9.531,512.2,9,40,0,83,38,0
1896,10.103,565.6,1,22,0,50,7,0
1897,10.145,554.3,3,30,0,58,18,0
1898,10.514,588.3,6,29,1,36,0,0
1899,10.427,569.4,5,32,0,50,5,0
1900,10.43,629.6,5,40,1,55,11,0
1901,9.96,419.3,3,42,0,64,30,0
1902,9.797,544.4,1,22,0,53,5,11
1903,11.107,481.9,2,29,0,34,10,2
1904,10.617,326.7,8,34,1,51,18,18
1905,10.186,616.9,4,34,2,49,10,0
1906,10.798,630.1,2,25,0,46,8,14
1907,10.116,676.7,0,17,0,48,15,32
1908,10.099,563.1,2,24,0,56,12,18
1909,9.559,563.7,1,14,0,72,27,40
1910,11.146,532.0,0,23,0,32,1,0
1911,11.75,308.5,17,58,0,56,10,13
1912,9.956,555.2,1,28,0,43,19,14
1913,10.658,451.5,0,29,0,54,11,5
1914,10.887,594.4,6,40,0,36,17,22
1915,10.261,498.0,6,32,0,65,12,24
1931,10.119,647.7,1,34,0,70,16,17
1932,10.744,594.8,10,38,1,66,9,11
1933,10.453,435.2,4,24,0,55,20,27
1934,12.3,453.2,6,55,1,30,2,9
1935,11.081,578.9,7,41,2,49,15,21
1936,11.146,507.9,1,35,1,34,3,7
1937,10.956,604.5,3,40,0,44,10,21
1938,10.937,475.3,9,50,0,43,6,21
1939,10.691,604.6,3,48,0,47,2,23
1940,8.394,538.8,0,30,0,85,47,67
1941,9.132,789.8,7,27,0,74,29,47
1942,9.283,470.6,11,42,1,83,44,68
1943,11.547,400.1,16,42,1,46,8,21
1944,10.831,557.8,17,51,1,59,11,33
1945,0.955,97.1,0,0,0,255,233,29
1946,10.906,562.1,9,39,1,50,12,22
1947,10.179,295.8,27,67,0,78,53,62
1948,0.0,518.0,8,35,0,41,11,13
1949,11.053,365.1,7,44,0,56,10,20
1950,10.834,588.5,11,43,0,51,17,25
1951,10.731,442.7,6,42,0,54,7,25
1952,10.459,530.0,10,41,1,60,9,29
1953,11.202,426.0,9,43,0,53,11,45
1954,9.544,642.3,7,22,0,56,34,45
1955,9.203,534.3,1,31,0,81,26,65
1956,8.514,668.6,0,23,0,65,33,48
