year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1947,8.619,0.0,9,43,1,87,58,0
1948,10.169,0.0,8,23,0,53,12,0
1949,10.178,0.0,1,20,0,51,10,0
1950,9.739,0.0,1,21,0,60,19,0
1951,9.284,538.5,2,21,0,71,12,22
1952,9.023,479.4,2,17,0,65,10,15
1953,10.175,422.0,5,33,0,63,13,36
1954,8.407,519.9,2,11,0,78,35,39
1955,8.375,469.1,0,22,0,94,27,51
1956,7.803,516.4,0,10,0,75,30,31
1957,9.587,486.5,4,22,0,53,4,4
1958,8.879,586.8,0,12,0,83,20,36
1959,10.303,455.2,4,32,1,53,18,19
1960,9.018,586.1,0,9,0,64,19,33
1961,10.355,544.8,1,16,0,38,9,15
1962,8.554,544.4,0,3,0,53,18,31
1963,8.126,358.7,6,24,1,81,51,67
1964,8.851,426.3,4,24,0,73,26,34
1965,8.569,496.6,0,5,0,67,15,42
1966,9.392,505.2,2,23,0,59,31,45
1967,10.33,527.3,0,14,0,46,5,8
1968,9.711,535.6,3,26,0,56,11,31
1969,8.885,399.2,5,32,2,88,28,73
1970,8.27,523.4,0,23,0,90,37,87
1971,9.444,331.3,2,32,0,66,18,35
1972,8.646,437.6,2,23,0,56,22,35
1973,9.625,409.1,4,29,0,56,2,14
1974,9.521,441.9,2,12,0,44,1,3
1975,10.366,386.4,8,42,0,42,3,6
1976,9.213,397.4,6,30,2,71,23,30
1977,9.271,518.0,0,10,0,55,11,33
1978,9.126,462.9,0,21,0,53,16,31
1979,8.24,391.3,2,18,0,79,38,73
1980,8.234,705.4,0,6,0,86,24,41
1981,9.596,646.9,1,14,0,55,18,0
1982,9.397,419.6,3,29,0,59,30,0
1983,10.251,561.4,1,38,0,45,11,0
1984,8.948,452.4,0,9,0,65,13,0
1985,8.028,463.7,0,13,0,77,37,0
1986,8.169,555.1,2,22,1,67,37,0
1987,7.437,470.9,1,7,0,77,40,0
1988,10.091,518.3,0,12,0,40,1,0
1989,10.927,307.6,6,36,0,24,0,0
1990,10.961,465.7,2,23,0,17,3,0
1991,0.0,0.0,0,0,0,305,305,0
1992,6.565,229.5,1,26,0,107,78,0
1993,8.168,376.6,0,13,0,101,63,0
1994,9.043,370.8,12,26,2,90,67,0
1995,9.856,478.6,7,34,0,62,24,0
1996,7.776,334.3,2,23,0,101,61,0
1997,8.541,356.0,6,38,1,76,31,0
1998,8.186,438.3,1,16,0,61,34,0
1999,7.222,420.9,2,33,0,90,65,0
2000,7.733,399.5,4,19,0,62,34,0
2001,9.646,516.0,4,26,0,77,29,0
2002,11.185,671.7,6,41,0,45,7,0
2003,9.904,409.1,9,50,1,88,21,0
2004,10.247,489.2,1,27,0,59,19,0
2005,10.539,524.9,4,31,0,54,8,0
2006,10.217,431.1,14,42,0,73,23,0
2007,11.262,645.2,2,27,0,21,6,0
2008,10.843,507.6,8,26,0,31,2,0
2009,10.313,443.5,3,35,0,53,12,21
2010,9.3,483.3,11,35,2,70,36,58
2011,10.629,588.3,2,28,0,59,14,14
2012,10.14,407.9,4,26,0,51,18,18
2013,9.805,564.6,6,27,0,79,25,62
2014,11.539,441.6,4,33,0,26,12,5
2015,10.45,479.6,6,35,0,41,3,4
2016,10.855,417.7,5,36,0,51,13,9
2017,10.476,623.9,1,19,0,53,11,14
2018,11.419,392.8,19,63,3,55,11,22
2019,11.616,468.7,18,51,0,43,8,0
2020,11.568,507.2,12,36,0,22,0,0
2021,10.544,525.3,5,41,0,61,11,24
2022,11.678,404.8,14,43,0,36,0,0
2023,11.571,515.7,6,48,0,44,1,6
2024,12.233,603.9,9,40,0,29,7,11
