year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1864,7.814,438.1,0,8,0,94,31,0
1866,10.014,430.0,4,28,0,73,1,0
1867,9.676,563.3,4,33,0,66,11,0
1868,10.659,454.2,13,66,0,62,11,0
1869,9.748,378.5,8,35,0,71,13,0
1870,8.12,604.2,8,29,1,96,29,0
1871,7.781,447.9,1,20,0,101,26,0
1872,9.723,202.6,5,25,0,77,4,0
1873,9.312,576.3,1,31,0,70,12,0
1874,9.267,384.4,4,35,0,79,9,0
1875,8.563,607.0,5,29,0,91,25,0
1876,0.0,0.0,0,0,0,306,306,0
1877,9.396,598.9,7,31,0,76,7,0
1878,9.897,592.6,1,19,0,69,8,0
1879,8.691,540.8,3,19,0,92,18,0
1880,9.198,701.6,2,24,0,82,17,0
1881,8.038,697.6,8,26,0,97,28,0
1882,8.93,774.1,0,22,0,87,33,0
1883,9.077,477.8,3,33,0,69,14,0
1884,10.201,568.3,3,32,0,34,0,0
1948,11.158,500.4,14,37,1,47,9,14
1949,9.399,605.2,13,48,1,68,12,33
1950,10.805,600.4,15,48,0,60,15,27
1951,10.575,415.4,11,43,0,67,4,21
1952,10.258,700.7,13,46,1,60,10,41
1953,10.823,595.9,10,48,0,76,20,53
1954,9.282,793.8,6,21,0,65,32,46
1955,8.958,701.6,2,22,0,88,25,58
1956,8.199,642.4,0,26,0,77,38,51
1957,10.607,708.4,11,32,2,38,6,27
1958,10.076,671.7,3,34,0,70,9,50
1959,10.615,473.4,5,41,3,63,11,39
1960,9.939,750.5,1,20,0,56,14,37
1961,11.057,691.1,2,30,0,34,8,23
1962,9.431,473.9,2,23,0,64,11,31
1963,8.884,604.4,6,28,0,79,47,62
1964,9.729,444.7,12,46,0,68,21,43
1995,10.88,802.6,11,51,0,46,9,32
1996,8.518,693.3,2,27,0,88,32,84
1997,10.109,523.3,3,37,0,57,12,30
1998,10.986,784.3,8,32,1,31,13,25
1999,11.045,662.2,3,39,0,48,10,31
2000,11.36,699.7,8,34,0,37,5,22
2001,10.847,621.5,7,36,0,53,10,40
2002,11.128,754.2,7,44,0,45,8,26
2003,10.709,480.2,22,67,2,79,23,53
2004,10.554,706.6,3,31,0,62,13,46
2006,10.044,459.5,15,51,0,79,29,36
2007,11.312,775.1,3,37,0,33,4,11
2008,10.89,560.0,7,39,0,47,4,8
2009,10.196,553.2,2,37,0,67,21,36
2010,9.099,692.1,10,31,0,73,39,59
2011,10.651,500.0,3,45,0,66,19,32
2012,10.145,571.3,8,40,1,51,18,29
2013,9.428,629.9,13,33,0,87,38,63
2014,11.547,554.6,6,36,0,49,4,10
2015,10.688,458.0,24,53,1,59,5,12
2016,10.892,543.3,11,48,0,54,8,16
2017,10.828,579.5,7,49,0,56,17,35
2018,11.749,339.6,22,80,2,54,16,14
2019,11.578,507.8,18,61,0,48,7,27
2020,11.637,615.4,9,45,0,37,0,3
2021,10.137,733.1,3,37,0,69,15,41
2022,11.714,470.8,16,61,0,50,0,9
2023,11.8,544.4,14,62,1,48,13,17
2024,12.545,696.9,15,63,0,34,10,7
