year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1948,9.84,0.0,0,2,2,91,11,0
1949,10.31,0.0,0,0,0,38,10,0
1950,9.825,0.0,0,1,0,47,15,0
1951,9.283,0.0,0,0,0,62,15,0
1952,8.794,0.0,0,1,0,58,6,0
1953,10.03,0.0,0,8,2,49,12,0
1954,8.373,0.0,0,1,0,67,26,0
1955,8.613,0.0,0,1,0,85,22,0
1956,7.869,0.0,0,0,0,79,27,0
1957,9.338,0.0,0,5,0,37,3,0
1958,8.694,0.0,0,1,0,81,20,0
1959,10.235,0.0,0,3,2,40,16,0
1960,8.816,0.0,0,0,0,57,20,0
1961,10.185,0.0,0,1,0,27,9,0
1999,16.279,153.7,0,2,0,0,0,0
2000,10.81,433.1,1,2,0,12,5,5
2001,9.647,383.1,0,2,2,62,34,0
2002,10.676,470.8,0,4,0,27,9,0
2003,10.003,389.6,0,4,4,62,22,0
2004,9.786,434.9,0,0,1,48,13,0
2005,10.058,458.2,0,5,0,41,5,0
2006,10.308,359.9,0,19,16,71,25,0
2007,10.911,611.8,1,5,0,19,6,0
2008,10.773,498.2,0,1,0,16,2,0
2009,10.136,422.3,0,3,0,45,10,0
2010,9.269,504.8,0,12,9,69,36,57
2011,10.016,629.0,0,1,0,49,22,8
2012,10.058,457.8,1,3,1,29,17,4
2013,9.957,468.2,1,5,3,61,19,60
2014,11.314,543.9,0,6,1,19,12,13
2015,10.661,394.3,0,3,1,16,0,3
2016,10.941,328.9,0,2,1,24,9,8
2017,10.53,572.7,0,2,0,34,8,0
2018,11.271,272.7,0,27,14,46,11,17
2019,11.506,343.3,2,13,5,15,3,1
2020,11.73,389.0,0,11,5,0,0,0
2021,10.847,407.2,1,14,8,32,9,11
2022,11.579,322.5,0,12,8,6,1,0
2023,11.491,506.5,0,8,0,18,1,1
2024,11.946,491.4,0,6,6,16,2,0
