year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1781,8.482,0.0,0,0,0,301,301,0
1782,6.77,0.0,0,0,0,301,301,0
1783,7.981,0.0,0,0,0,301,301,0
1784,6.062,0.0,0,0,0,302,302,0
1785,5.278,0.0,0,0,0,301,301,0
1786,5.928,0.0,0,0,0,301,301,0
1788,7.934,0.0,0,0,0,302,302,0
1789,6.809,0.0,0,0,0,301,301,0
1790,7.601,0.0,0,0,0,301,301,0
1791,7.823,0.0,0,0,0,301,301,0
1792,7.501,0.0,0,0,0,302,302,0
1794,8.57,0.0,0,0,0,301,301,0
1795,7.672,0.0,0,0,0,301,301,0
1796,7.642,0.0,0,0,0,302,302,0
1797,7.955,0.0,0,0,0,301,301,0
1798,7.416,0.0,0,0,0,301,301,0
1800,7.786,0.0,0,0,0,301,301,0
1801,7.621,0.0,0,0,0,301,301,0
1802,7.942,0.0,0,0,0,301,301,0
1803,6.349,0.0,0,0,0,301,301,0
1804,7.542,0.0,0,0,0,302,302,0
1805,5.958,0.0,0,0,0,301,301,0
1806,7.899,0.0,0,0,0,301,301,0
1807,7.996,0.0,0,0,0,301,301,0
1808,7.041,0.0,0,0,0,302,302,0
1809,8.799,0.0,0,0,0,301,301,0
1810,8.935,0.0,0,0,0,301,301,0
1813,6.08,0.0,0,0,0,301,301,0
1814,5.467,0.0,0,0,0,301,301,0
1815,6.831,0.0,0,0,0,301,301,0
1816,5.122,0.0,0,0,0,302,302,0
1817,6.274,0.0,0,0,0,301,301,0
1818,7.537,0.0,0,0,0,301,301,0
1819,7.85,0.0,0,0,0,301,301,0
1820,6.382,0.0,0,0,0,302,302,0
1821,6.714,0.0,0,0,0,301,301,0
1822,8.939,0.0,0,0,0,301,301,0
1823,6.836,0.0,0,0,0,301,301,0
1824,6.707,0.0,0,0,0,302,302,0
1825,6.538,0.0,0,0,0,301,301,0
1826,7.302,0.0,0,0,0,301,301,0
1827,7.114,0.0,0,0,0,301,301,0
1828,7.298,0.0,0,0,0,302,302,0
1829,5.586,0.0,0,0,0,301,301,0
1830,6.435,0.0,0,0,0,301,301,0
1831,7.526,0.0,0,0,0,301,301,0
1832,6.98,0.0,0,0,0,302,302,0
1833,6.647,0.0,0,0,0,301,301,0
1834,8.631,0.0,0,0,0,301,301,0
1835,6.933,0.0,0,0,0,301,301,0
1836,7.063,0.0,0,0,0,302,302,0
1837,5.818,0.0,0,0,0,301,301,0
1838,5.745,0.0,0,0,0,301,301,0
1839,6.539,0.0,0,0,0,301,301,0
1840,5.811,0.0,0,0,0,302,302,0
1841,7.45,0.0,0,0,0,301,301,0
1842,6.135,0.0,0,0,0,301,301,0
1843,6.172,0.0,0,0,0,301,301,0
1844,5.73,0.0,0,0,0,302,302,0
1845,5.558,0.0,0,0,0,301,301,0
1846,8.548,0.0,0,0,0,301,301,0
1847,6.124,0.0,0,0,0,301,301,0
1848,6.921,0.0,0,0,0,302,302,0
1849,6.856,0.0,0,0,0,301,301,0
1850,5.601,0.0,0,0,0,301,301,0
1851,6.811,0.0,0,0,0,301,301,0
1852,7.267,0.0,0,0,0,302,302,0
1853,6.986,0.0,0,0,0,301,301,0
1854,7.393,0.0,0,0,0,301,301,0
1855,7.116,0.0,0,0,0,301,301,0
1856,8.346,0.0,0,0,0,302,302,0
1857,7.929,0.0,0,0,0,301,301,0
1858,7.251,0.0,0,0,0,301,301,0
1859,8.836,0.0,0,0,0,301,301,0
1860,6.298,0.0,0,0,0,302,302,0
1861,7.827,0.0,0,0,0,301,301,0
1862,8.417,0.0,0,0,0,301,301,0
1863,8.248,0.0,0,0,0,301,301,0
1864,6.059,0.0,0,0,0,302,302,0
1865,7.631,0.0,0,0,0,301,301,0
1866,7.826,0.0,0,0,0,301,301,0
1867,7.452,0.0,0,0,0,301,301,0
1868,7.963,0.0,0,0,0,302,302,0
1869,7.237,0.0,0,0,0,301,301,0
1870,6.238,0.0,0,0,0,301,301,0
1871,6.405,0.0,0,0,0,301,301,0
1872,7.959,0.0,0,0,0,302,302,0
1873,7.631,0.0,0,0,0,301,301,0
1874,7.654,0.0,0,0,0,301,301,0
1875,7.011,0.0,0,0,0,301,301,0
1876,7.238,0.0,0,0,0,302,302,0
1877,6.888,0.0,0,0,0,301,301,0
1878,7.165,0.0,0,0,0,301,301,0
1879,6.525,952.4,0,5,0,106,27,0
1880,7.42,1078.8,0,5,0,87,24,0
1881,6.719,852.8,0,14,0,103,30,0
1882,7.565,904.3,0,4,0,80,12,0
1883,6.673,907.4,0,6,0,110,23,0
1884,7.874,968.4,0,7,1,91,6,0
1885,7.73,859.7,0,1,0,99,19,0
1886,7.43,859.0,0,11,1,94,44,0
1887,6.19,715.4,0,2,0,114,47,0
1888,6.118,1081.0,0,5,0,112,45,0
1889,6.362,996.2,0,4,0,102,46,0
1890,6.996,989.6,0,2,0,85,32,0
1891,6.769,861.6,0,4,0,98,37,0
1892,7.366,1115.3,2,11,3,100,33,0
1893,7.74,771.9,0,6,0,78,30,0
1894,7.38,895.2,0,7,3,72,16,0
1895,6.757,758.7,0,9,0,99,51,0
1896,6.577,1166.3,0,1,0,99,25,0
1897,7.442,1103.3,0,10,0,92,24,0
1898,8.196,930.0,0,6,0,73,13,0
1899,7.978,899.5,0,3,0,70,22,0
1900,7.655,960.4,0,7,1,86,36,0
1901,7.028,810.5,0,1,0,98,41,86
1902,7.022,779.4,0,8,0,122,17,76
1903,7.995,694.7,0,2,0,102,21,71
1904,8.076,885.4,0,17,0,100,25,81
1905,6.717,929.3,2,12,2,139,25,116
1906,7.037,915.4,0,8,0,102,35,78
1907,6.917,879.8,0,5,0,113,43,94
1908,7.03,867.8,0,7,0,108,36,87
1909,6.371,825.6,0,1,0,94,52,67
1910,7.066,1269.7,0,4,0,89,21,67
1911,8.057,895.5,0,11,1,87,39,74
1912,6.843,1302.7,0,2,0,68,19,44
1913,7.28,1055.1,0,0,0,70,24,73
1914,7.087,988.3,0,0,0,72,27,61
1915,6.763,1101.5,0,0,0,88,34,79
1916,7.481,1121.9,0,0,0,83,20,54
1917,6.84,907.4,0,10,0,114,47,110
1918,7.772,956.1,0,3,1,57,15,37
1919,6.588,972.7,0,3,0,99,32,88
