year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1947,9.241,0.0,15,50,0,81,56,0
1948,10.548,0.0,5,22,0,44,11,0
1949,10.557,0.0,2,38,0,59,10,0
1950,10.36,0.0,2,23,0,50,17,0
1951,9.63,525.4,2,22,0,71,14,21
1952,9.493,650.0,2,21,1,70,14,39
1953,10.454,467.9,1,27,0,67,21,41
1954,8.716,534.9,1,10,0,71,35,30
1955,8.332,777.2,0,12,0,82,34,63
1956,7.67,642.8,0,5,0,82,35,46
1957,10.032,540.9,5,21,1,45,5,21
1958,9.434,694.8,0,14,0,77,22,51
1959,10.608,266.5,4,36,0,59,13,17
1960,9.528,488.7,1,11,0,61,17,29
1961,10.861,588.7,2,24,0,31,8,12
1962,8.736,434.4,0,11,0,55,19,28
1963,8.259,325.0,3,15,0,82,52,66
1964,9.189,371.1,10,38,0,79,26,36
1965,8.79,536.9,0,8,0,66,21,47
1966,9.897,585.6,2,22,0,57,28,45
1967,10.77,653.5,2,22,0,33,7,14
1968,9.84,435.8,0,21,0,66,17,39
1969,9.392,551.6,4,29,1,75,24,50
1970,8.718,602.7,0,17,0,83,26,78
1971,9.662,374.8,5,33,0,63,15,33
1972,8.804,530.5,2,19,0,57,17,35
1973,9.849,385.4,4,32,0,53,3,12
1974,9.753,481.0,3,15,0,39,1,5
1975,10.47,506.5,8,39,0,49,2,10
1976,9.462,432.3,5,31,0,70,28,42
1977,9.914,574.8,0,11,0,42,8,21
1978,9.245,399.4,1,16,0,65,15,33
1979,8.225,367.0,0,20,0,84,32,67
1980,8.661,533.0,0,8,0,75,21,30
1981,9.687,626.2,0,12,0,61,21,0
1982,10.067,342.2,3,38,0,58,19,0
1983,10.559,459.7,2,37,1,48,12,0
1984,9.094,560.4,3,13,2,63,14,0
1985,8.703,474.2,1,20,1,75,36,0
1986,8.885,642.4,2,23,0,62,35,0
1987,8.09,601.5,1,13,1,74,40,0
1988,10.527,487.3,1,21,0,40,2,0
1989,10.944,367.0,4,30,0,37,0,0
1990,11.156,457.7,7,31,1,36,4,0
1991,10.11,307.6,4,30,2,69,27,18
1992,8.014,297.2,5,22,0,112,72,3
1993,9.202,463.4,0,16,0,87,40,0
1994,9.68,631.2,14,30,0,66,36,0
1995,9.571,443.8,7,36,0,64,26,0
1996,7.298,378.1,2,22,0,101,47,0
1997,7.078,456.8,0,25,0,110,76,0
1998,10.506,432.2,6,30,1,72,44,0
1999,10.591,349.7,5,40,0,52,21,0
2000,10.192,507.9,2,24,0,45,16,0
2001,10.53,448.2,6,28,0,67,25,0
2002,10.924,758.3,5,28,1,52,8,0
2003,10.512,364.1,15,54,0,85,26,0
2004,10.598,481.0,0,27,0,56,6,0
2005,10.581,505.9,7,33,0,61,28,0
2006,10.718,359.4,13,53,0,82,34,6
2007,11.673,809.3,3,27,1,38,3,0
2008,11.265,520.2,7,34,1,39,4,0
2009,10.682,483.0,3,40,0,58,13,30
2010,9.564,526.1,9,35,2,70,34,64
2011,11.319,352.9,2,40,0,64,12,10
2012,10.743,388.9,7,33,1,44,16,20
2013,9.742,527.4,9,33,1,83,35,75
2014,11.726,668.1,4,31,0,39,9,9
2015,10.692,436.0,15,39,1,53,7,11
2016,11.303,484.7,11,48,0,50,10,15
2017,11.195,662.9,3,30,0,58,14,20
2018,11.906,351.9,20,73,0,58,16,28
2019,11.893,498.2,16,48,1,51,4,25
2020,11.994,421.2,9,42,1,37,0,1
2021,10.782,531.9,3,33,1,62,14,35
2022,12.219,365.7,13,54,1,47,0,9
2023,12.105,590.9,8,53,0,49,2,10
2024,11.546,475.3,9,39,1,46,22,13
