year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1860,9.117,0.0,0,0,0,304,304,0
1861,9.61,0.0,0,0,0,303,303,0
1862,9.513,0.0,0,0,0,303,303,0
1863,10.644,0.0,0,0,0,303,303,0
1864,7.968,0.0,0,0,0,304,304,0
1865,9.394,0.0,0,0,0,303,303,0
1866,10.263,0.0,0,0,0,303,303,0
1867,9.567,109.5,0,0,0,303,303,0
1868,11.043,458.9,17,67,8,75,60,0
1869,9.945,532.7,9,30,1,48,14,0
1870,8.321,547.1,9,33,2,74,36,0
1871,8.338,484.8,5,30,0,66,36,0
1872,10.763,524.5,3,25,0,50,12,0
1873,10.237,472.9,10,46,1,52,13,0
1874,10.462,443.3,10,47,2,58,11,0
1875,9.079,616.4,6,43,2,76,40,0
1876,9.754,0.0,5,45,0,59,28,0
1877,9.628,0.0,7,39,7,57,11,0
1878,10.428,682.9,2,31,0,60,36,0
1879,9.28,564.8,1,27,0,75,24,0
1880,9.805,700.0,3,35,0,68,20,0
1881,8.233,536.5,6,35,3,88,28,0
1882,10.227,723.9,0,23,0,41,6,0
1883,9.148,585.6,2,37,0,77,22,0
1884,10.207,477.5,4,31,0,48,1,0
1885,9.968,389.5,10,44,1,58,18,0
1886,9.664,634.5,8,48,0,85,26,0
1887,6.57,20.7,0,0,0,4,0,0
1888,8.011,680.5,0,21,0,86,43,60
1889,8.994,717.5,2,22,0,80,42,56
1890,9.578,619.1,2,20,0,67,25,27
1891,9.125,612.6,0,14,0,88,32,58
1892,9.679,427.2,9,35,4,72,28,48
1893,9.242,500.1,1,23,2,60,31,50
1894,9.381,667.9,1,14,0,53,19,42
1895,8.903,526.6,2,30,2,86,49,76
1896,9.432,552.4,0,22,0,68,20,42
1897,9.543,674.2,1,25,0,58,27,45
1898,10.053,652.2,1,21,1,43,8,18
1899,9.868,701.6,0,18,0,57,15,25
1900,9.844,630.7,3,27,0,58,19,58
1901,9.352,608.4,1,26,1,64,31,20
1902,8.977,583.7,0,19,0,49,9,10
1903,10.283,570.2,0,20,0,40,13,8
1904,10.03,338.6,4,26,1,54,18,17
1905,9.517,664.1,3,27,2,57,13,31
1906,10.142,548.0,2,27,0,55,8,29
1907,9.553,573.9,0,15,0,59,19,45
1908,9.541,526.5,3,25,0,56,14,31
1909,9.199,444.9,0,13,0,76,28,50
1910,10.125,726.9,0,18,0,45,2,7
1911,10.743,440.9,10,45,3,57,11,35
1912,9.024,755.9,0,20,0,53,22,30
1913,9.676,594.7,0,14,0,61,13,16
1914,9.997,536.0,0,30,2,43,18,29
1915,9.559,760.7,3,23,2,62,12,34
1916,10.021,775.0,0,11,0,39,4,17
1917,0.0,621.7,0,0,0,303,303,65
1918,0.0,675.6,0,0,0,303,303,16
1919,0.0,523.7,0,0,0,303,303,32
1920,0.0,723.4,0,0,0,304,304,7
1921,0.0,496.5,0,0,0,303,303,2
1922,0.0,648.9,0,0,0,303,303,58
1923,0.0,649.5,0,0,0,303,303,14
1924,0.0,576.7,0,0,0,304,304,48
1925,0.0,593.2,0,0,0,303,303,12
1926,0.0,748.9,0,0,0,303,303,12
1927,10.186,695.0,1,21,0,33,4,5
1928,9.865,494.1,5,29,2,54,12,13
1929,8.461,458.2,6,33,2,88,57,69
1930,10.517,840.1,3,22,0,55,3,3
1931,9.376,669.1,6,33,0,91,25,44
1932,10.266,565.4,10,42,3,73,14,15
1933,9.577,502.2,3,27,0,59,27,38
1934,11.81,473.3,7,53,0,39,10,12
1935,10.222,681.8,11,39,2,58,24,26
1936,10.41,612.8,1,31,0,44,7,14
1937,10.865,593.3,6,44,2,57,21,24
1938,10.757,799.2,4,40,0,46,9,18
1939,10.397,814.8,1,43,1,57,5,18
1940,8.103,536.1,1,31,0,97,50,81
1943,10.389,315.1,12,37,4,68,14,21
1944,9.657,538.4,18,54,0,73,15,53
1947,8.959,0.0,19,59,1,85,53,0
1948,10.517,601.2,2,30,0,54,12,0
1949,10.216,565.8,1,34,0,66,15,0
1950,10.096,529.3,6,32,0,63,22,0
1951,9.777,492.6,1,30,0,73,19,25
1952,9.223,658.1,7,33,2,75,25,47
1953,10.313,557.5,0,39,0,70,27,50
1954,8.294,724.5,1,16,0,77,38,49
1955,8.255,604.2,0,25,0,86,36,62
1956,7.534,657.0,0,16,0,82,42,55
1957,9.777,649.9,8,25,2,59,10,28
1958,9.182,733.3,1,23,0,85,16,52
1959,10.037,524.9,4,30,2,70,20,28
1960,9.019,565.3,3,17,0,69,24,36
1961,10.411,558.1,3,29,0,39,12,27
1962,8.768,439.5,3,23,0,72,20,36
1963,8.295,518.6,8,36,2,83,53,74
1964,9.149,583.4,7,42,1,77,32,41
1965,8.685,602.0,1,17,0,80,27,56
1966,9.834,608.4,2,27,1,51,31,48
1967,10.486,678.1,3,34,0,45,15,24
1968,9.609,575.5,3,30,0,63,21,48
1969,9.099,495.3,6,37,1,92,30,62
1970,8.42,584.7,4,33,0,87,34,85
1971,9.541,564.9,11,41,0,64,20,41
1972,9.12,462.6,10,26,1,55,20,38
1973,9.718,448.6,2,39,0,71,8,29
1974,9.808,627.9,4,19,1,46,1,9
1975,10.633,435.1,4,51,0,44,2,8
1976,9.354,425.4,10,39,1,72,20,38
1977,9.786,642.7,1,27,0,49,15,41
1978,9.087,664.4,1,20,0,66,14,35
1979,8.855,475.1,4,33,0,85,27,67
1980,8.33,633.4,0,14,1,80,24,47
1981,9.867,771.0,2,32,0,65,25,57
1982,10.302,328.6,5,54,0,64,20,25
1983,10.883,560.9,10,56,0,44,14,34
1984,9.092,513.3,5,18,1,74,9,22
1985,8.463,544.3,2,26,0,74,39,64
1986,8.794,600.5,3,30,0,65,42,59
1987,8.024,626.0,0,14,1,80,43,64
1988,10.307,571.8,4,25,0,54,3,32
1989,11.129,424.6,5,35,0,40,0,4
1990,11.066,459.7,4,30,0,26,7,5
1991,9.673,393.5,4,30,1,66,19,24
1992,11.119,475.6,13,50,2,48,7,20
1993,10.08,747.2,1,33,0,69,16,43
1994,10.775,600.1,19,40,5,46,8,22
1995,10.696,658.2,9,51,0,54,15,31
1996,8.085,532.2,1,21,0,93,45,48
1997,9.72,666.9,1,34,0,77,17,43
1998,10.793,570.7,6,32,1,34,8,21
1999,10.817,452.0,2,38,1,52,11,31
2000,11.217,620.5,8,33,1,46,10,24
2001,10.332,660.3,2,28,1,61,16,29
2002,11.119,618.1,6,45,0,46,11,26
2003,10.284,349.2,14,59,1,81,24,44
2004,10.103,506.8,3,32,0,64,20,39
2005,10.232,559.8,4,40,1,70,31,52
2006,10.321,428.5,19,47,1,84,34,77
2007,11.667,486.2,7,49,1,26,4,9
2008,10.946,580.4,7,37,0,37,5,11
2009,10.369,590.9,2,32,0,66,27,39
2010,9.331,758.6,11,36,0,77,39,62
2011,10.849,558.1,4,44,0,69,19,34
2012,10.467,702.2,7,40,1,54,22,38
2013,9.708,639.9,9,36,2,86,39,71
2014,11.61,615.5,7,36,0,37,10,11
2015,11.127,401.8,25,50,1,58,3,18
2016,10.984,605.5,7,51,0,50,13,20
2017,10.789,608.2,6,44,0,55,23,47
2018,12.108,312.9,26,79,0,58,17,11
2019,11.958,468.6,19,66,1,44,6,20
2020,11.705,644.5,9,51,0,34,0,0
2021,10.423,593.4,5,44,0,63,17,28
2022,11.829,438.4,16,58,0,51,0,1
2023,12.11,582.5,10,67,0,51,4,11
2024,13.04,573.1,24,61,0,36,5,10
